label,count,parent,id
sources,1,which,which/sources
were,1,which/sources,which/sources/were
participants,4,how/many,how/many/participants
class,17,which,which/class
did,1,which/class,which/class/did
ranked,1,which/class,which/class/ranked
intended,1,which/class,which/class/intended
ranks,2,which/class,which/class/ranks
thousands,6,how/many,how/many/thousands
term,2,which,which/term
was,1,which/term,which/term/was
level,5,what,what/level
of,3,what/level,what/level/of
census,2,how/many,how/many/census
josh,2,did,did/josh
brizell,1,did/josh,did/josh/brizell
joe,1,did,did/joe
brough,1,did/joe,did/joe/brough
unemployed,2,how/many,how/many/unemployed
do,1,what/percentage,what/percentage/do
ferland,1,did,did/ferland
mendy,1,did/ferland,did/ferland/mendy
carriers,2,how/many,how/many/carriers
ricardo,2,did,did/ricardo
quaresma,2,did/ricardo,did/ricardo/quaresma
margin,2,which/firm,which/firm/margin
jonathan,6,did,did/jonathan
edwards,1,did/jonathan,did/jonathan/edwards
firms,1,which,which/firms
are,1,which/firms,which/firms/are
sacks,10,how/many,how/many/sacks
lee,4,did,did/lee
boylan,2,did/lee,did/lee/boylan
workers,1,which/country,which/country/workers
he,3,what/was,what/was/he
a,9,is,is/a
decline,1,is/a,is/a/decline
decrease,1,is/a,is/a/decrease
operating,1,did,did/operating
expenditures,1,did/operating,did/operating/expenditures
on,2,how/many,how/many/on
compared,1,when,when/compared
to,1,when/compared,when/compared/to
overrepresented,2,are,are/overrepresented
in,2,are/overrepresented,are/overrepresented/in
play,7,did/he,did/he/play
have,1,which/league,which/league/have
report,2,did/not,did/not/report
middle,2,who/had,who/had/middle
an,1,who/completed,who/completed/an
a,1,who/completed,who/completed/a
people,1,which/sex,which/sex/people
group,2,which/education,which/education/group
household,1,which,which/household
income,1,which/household,which/household/income
people,1,which/group,which/group/people
players,52,how/many,how/many/players
broncos,1,who/was,who/was/broncos
scored,32,who,who/scored
higher,1,who/scored,who/scored/higher
composite,1,which,which/composite
mathematics,1,which/composite,which/composite/mathematics
college,3,which/gender,which/gender/college
robin,1,did,did/robin
hulbert,1,did/robin,did/robin/hulbert
seconds,4,how/many,how/many/seconds
condition,1,which,which/condition
was,1,which/condition,which/condition/was
occupation,1,which,which/occupation
had,1,which/occupation,which/occupation/had
scientific,1,which,which/scientific
occupations,1,which/scientific,which/scientific/occupations
occupation,1,in/which,in/which/occupation
muller,1,did,did/muller
transfer,1,did/muller,did/muller/transfer
mean,2,what/is,what/is/mean
visible,1,which/three,which/three/visible
in,2,who/lived,who/lived/in
are,1,which/two,which/two/are
psd,1,did/the,did/the/psd
fewer,2,who/had,who/had/fewer
dollars,1,how/much,how/much/dollars
difficulties,1,which,which/difficulties
factors,1,which/difficulties,which/difficulties/factors
factor,2,which,which/factor
correlated,1,which/factor,which/factor/correlated
shorter,2,who/had,who/had/shorter
achieved,2,who,who/achieved
their,1,who/achieved,who/achieved/their
stem,1,which,which/stem
field,1,which/stem,which/stem/field
is,1,which/factor,which/factor/is
methods,1,which,which/methods
are,1,which/methods,which/methods/are
season,12,in/which,in/which/season
ther,2,what/is,what/is/ther
grandparents,1,how/many,how/many/grandparents
middle,1,when/the,when/the/middle
red,1,did,did/red
star,1,did/red,did/red/star
greater,1,which/had,which/had/greater
share,3,which,which/share
of,3,which/share,which/share/of
occupations,3,which,which/occupations
show,1,which/occupations,which/occupations/show
have,2,which/occupations,which/occupations/have
ivailo,1,did,did/ivailo
dimitrov,1,did/ivailo,did/ivailo/dimitrov
appearances,1,how,how/appearances
did,1,how/appearances,how/appearances/did
individual,2,how/many,how/many/individual
been,4,who/had,who/had/been
revenue,1,is/the,is/the/revenue
revenues,2,how/many,how/many/revenues
petrisor,1,when/did,when/did/petrisor
men,1,when,when/men
are,1,when/men,when/men/are
enterprises,2,how/many,how/many/enterprises
workers,7,how/many,how/many/workers
was,2,which/division,which/division/was
provide,1,did/dod,did/dod/provide
men,5,how/many,how/many/men
men,1,did,did/men
owned,1,did/men,did/men/owned
was,6,which/country,which/country/was
period,11,which,which/period
has,3,which/period,which/period/has
years,26,which,which/years
had,3,which/years,which/years/had
had,3,which/period,which/period/had
physical,3,which,which/physical
environment,3,which/physical,which/physical/environment
averaged,1,what/is,what/is/averaged
the,1,is/the,is/the/the
average,2,what/was,what/was/average
shelters,3,how/many,how/many/shelters
usual,2,how/many,how/many/usual
shelter,1,how/many,how/many/shelter
new,7,how/many,how/many/new
employed,1,which/team,which/team/employed
guilty,1,which,which/guilty
decision,1,which/guilty,which/guilty/decision
median,1,is/the,is/the/median
jackson,1,did,did/jackson
finish,1,did/jackson,did/jackson/finish
length,3,which,which/length
of,1,which/length,which/length/of
majority,1,is/the,is/the/majority
top,1,are/the,are/the/top
volunteered,1,who/had,who/had/volunteered
long,167,how,how/long
did,63,how/long,how/long/did
meters,8,how/many,how/many/meters
danny,2,did,did/danny
rose,1,did/danny,did/danny/rose
canada,1,is/the,is/the/canada
america,1,when/did,when/did/america
described,1,what/percent,what/percent/described
bobby,1,did,did/bobby
smith,1,did/bobby,did/bobby/smith
has,1,which/regions,which/regions/has
stated,1,who,who/stated
they,1,who/stated,who/stated/they
rice,1,did,did/rice
finish,1,did/rice,did/rice/finish
was,1,which/region,which/region/was
manitoba,1,did,did/manitoba
experience,1,did/manitoba,did/manitoba/experience
british,1,did,did/british
columbia,1,did/british,did/british/columbia
newfoundland,1,did,did/newfoundland
and,1,did/newfoundland,did/newfoundland/and
deaths,10,how/many,how/many/deaths
other,2,are/the,are/the/other
norwich,1,did,did/norwich
city,1,did/norwich,did/norwich/city
does,50,,does
employees,1,does,does/employees
with,1,does/employees,does/employees/with
required,1,who,who/required
it,1,who/required,who/required/it
one,4,what/was,what/was/one
were,4,which/sex,which/sex/were
disability,2,how/many,how/many/disability
in,1,which/sex,which/sex/in
second,3,which,which/second
generations,2,which/second,which/second/generations
passengers,9,how/many,how/many/passengers
second,1,which/two,which/two/second
likely,1,how,how/likely
were,1,how/likely,how/likely/were
race,11,which,which/race
is,2,which/race,which/race/is
quintile,10,which/income,which/income/quintile
finished,1,which/club,which/club/finished
area,23,which,which/area
recorded,1,which/area,which/area/recorded
had,2,which/area,which/area/had
record,1,which/gender,which/gender/record
people,1,did,did/people
who,1,did/people,did/people/who
per,1,how/many,how/many/per
hospitalizations,4,when,when/hospitalizations
related,4,when/hospitalizations,when/hospitalizations/related
it,7,when,when/it
came,2,when/it,when/it/came
was,2,which/gourp,which/gourp/was
groups,5,which,which/groups
were,2,which/groups,which/groups/were
of,6,which/area,which/area/of
most,2,who/were,who/were/most
cited,1,who,who/cited
location,1,who/cited,who/cited/location
competitons,1,what,what/competitons
did,1,what/competitons,what/competitons/did
fitzgerald,1,when/did,when/did/fitzgerald
greg,2,did,did/greg
jordan,1,did/greg,did/greg/jordan
least,3,who/were,who/were/least
less,2,who/earned,who/earned/less
the,38,who/are,who/are/the
zubeyde,1,did,did/zubeyde
kaya,1,did/zubeyde,did/zubeyde/kaya
s,4,which/province,which/province/s
most,1,which/was,which/was/most
least,1,which/was,which/was/least
rated,1,who,who/rated
their,1,who/rated,who/rated/their
sophie,1,when/did,when/did/sophie
coo,1,when/did,when/did/coo
aged,2,which/gender,which/gender/aged
in,1,which/gender,which/gender/in
were,1,which/year,which/year/were
kupp,1,when/did,when/did/kupp
fun,1,when/did,when/did/fun
washington,1,which,which/washington
capitals,1,which/washington,which/washington/capitals
violent,1,how/many,how/many/violent
interception,2,how/many,how/many/interception
cases,3,how/many,how/many/cases
sexual,1,did,did/sexual
assault,1,did/sexual,did/sexual/assault
female,2,when,when/female
defendants,2,when/female,when/female/defendants
are,1,which/characteristics,which/characteristics/are
class,11,what,what/class
of,4,what/class,what/class/of
sean,1,did,did/sean
dyche,1,did/sean,did/sean/dyche
of,3,which/class,which/class/of
a,2,which/reported,which/reported/a
junior,1,when/did,when/did/junior
reservists,1,where/did,where/did/reservists
daley,1,did,did/daley
play,1,did/daley,did/daley/play
s,2,how/many,how/many/s
it,9,did,did/it
jumped,1,did/it,did/it/jumped
contributed,1,did/it,did/it/contributed
ablum,1,which,which/ablum
of,1,which/ablum,which/ablum/of
fumbles,1,how/many,how/many/fumbles
indigenous,2,which,which/indigenous
identity,2,which/indigenous,which/indigenous/identity
lawrence,1,when/did,when/did/lawrence
considered,1,are,are/considered
entry,1,are/considered,are/considered/entry
entry,3,are,are/entry
level,3,are/entry,are/entry/level
are,12,how/many,how/many/are
esra,1,did,did/esra
erol,1,did/esra,did/esra/erol
finished,33,who,who/finished
21st,2,who/finished,who/finished/21st
th,2,what/is,what/is/th
won,273,who,who/won
the,210,who/won,who/won/the
net,1,when,when/net
worth,1,when/net,when/net/worth
did,2,what/proportion,what/proportion/did
claudio,1,did,did/claudio
corvalan,1,did/claudio,did/claudio/corvalan
terry,1,is,is/terry
collins,1,is/terry,is/terry/collins
dawn,1,did,did/dawn
contribute,1,did/dawn,did/dawn/contribute
is,19,when,when/is
progressive,1,when/is,when/is/progressive
has,3,how/much,how/much/has
lived,2,who/had,who/had/lived
the,388,who/is,who/is/the
had,9,which/sex,which/sex/had
marqise,1,when/did,when/did/marqise
felipe,1,when/did,when/did/felipe
respond,1,did/not,did/not/respond
ingram,1,did,did/ingram
have,1,did/ingram,did/ingram/have
is,3,which/province,which/province/is
johnson,1,did,did/johnson
kere,1,did/johnson,did/johnson/kere
non,7,how/many,how/many/non
nulliparous,1,who/were,who/were/nulliparous
sexually,1,who/were,who/were/sexually
canadian,1,who/were,who/were/canadian
narron,1,what/was,what/was/narron
blind,1,did,did/blind
play,1,did/blind,did/blind/play
fraction,4,what,what/fraction
of,4,what/fraction,what/fraction/of
matthias,1,what/was,what/was/matthias
majority,1,where/the,where/the/majority
lake,1,what/was,what/was/lake
gabriel,1,when/did,when/did/gabriel
of,2,which/sectors,which/sectors/of
coefficients,4,what/were,what/were/coefficients
ana,1,what/was,what/was/ana
alberta,1,did,did/alberta
account,1,did/alberta,did/alberta/account
marks,1,which/period,which/period/marks
accounted,1,which/two,which/two/accounted
british,1,what/were,what/were/british
annual,1,which,which/annual
period,1,which/annual,which/annual/period
meyer,1,when/did,when/did/meyer
had,1,what,what/had
the,1,what/had,what/had/the
had,4,which/place,which/place/had
cd,9,which,which/cd
had,9,which/cd,which/cd/had
wc,1,when/did,when/did/wc
nation,35,which,which/nation
set,1,which/nation,which/nation/set
ausf,2,what/was,what/was/ausf
oakland,1,what/was,what/was/oakland
it,1,when/did,when/did/it
comprises,1,which/sex,which/sex/comprises
first,1,what/is,what/is/first
metis,1,what/is,what/is/metis
postdocs,2,how/many,how/many/postdocs
chesterfield,1,did/the,did/the/chesterfield
paradise,1,when/did,when/did/paradise
bernard,1,did,did/bernard
dietz,1,did/bernard,did/bernard/dietz
much,1,who/were,who/were/much
kick,2,how/many,how/many/kick
kobo,1,what/was,what/was/kobo
units,6,how/many,how/many/units
leitao,1,what/was,what/was/leitao
insuperettan,1,which/club,which/club/insuperettan
aircraft,4,how/many,how/many/aircraft
has,22,when,when/has
bernard,1,when/has,when/has/bernard
of,3,which/groups,which/groups/of
thomas,2,did,did/thomas
buffel,1,did/thomas,did/thomas/buffel
were,1,which/group,which/group/were
new,4,which,which/new
york,2,which/new,which/new/york
southend,1,did/the,did/the/southend
carries,2,how/many,how/many/carries
chhetri,1,when/did,when/did/chhetri
rotherham,1,did,did/rotherham
united,1,did/rotherham,did/rotherham/united
is,2,which/song,which/song/is
did,221,what,what/did
total,1,what/did,what/did/total
was,3,how/many,how/many/was
percentage,2,did/the,did/the/percentage
were,18,how/many,how/many/were
expenditures,1,did/total,did/total/expenditures
total,1,when/did,when/did/total
david,2,when/did,when/did/david
proportion,1,did/the,did/the/proportion
fabianski,1,did,did/fabianski
appear,1,did/fabianski,did/fabianski/appear
result,3,is/the,is/the/result
producing,1,is,is/producing
a,1,is/producing,is/producing/a
hunt,1,did,did/hunt
play,1,did/hunt,did/hunt/play
is,2,which/album,which/album/is
stewart,5,did/jonathan,did/jonathan/stewart
pablo,1,did,did/pablo
chavarria,1,did/pablo,did/pablo/chavarria
cristian,1,did,did/cristian
ansaldi,1,did/cristian,did/cristian/ansaldi
leke,1,did,did/leke
james,1,did/leke,did/leke/james
alfred,1,did,did/alfred
morris,1,did/alfred,did/alfred/morris
nutter,1,when/did,when/did/nutter
changji,1,did,did/changji
have,1,did/changji,did/changji/have
join,1,did/he,did/he/join
liquor,1,how/many,how/many/liquor
kilometres,2,how/many,how/many/kilometres
open,2,how/many,how/many/open
lefevre,1,when/did,when/did/lefevre
are,5,which,which/are
the,3,which/are,which/are/the
has,8,which/place,which/place/has
cup,1,how/many,how/many/cup
participate,1,did/he,did/he/participate
amrinder,1,did,did/amrinder
play,1,did/amrinder,did/amrinder/play
finds,1,which/one,which/one/finds
temalangeni,1,did,did/temalangeni
dlamini,1,did/temalangeni,did/temalangeni/dlamini
probabilty,4,what/is,what/is/probabilty
idaho,1,what/is,what/is/idaho
don,1,did/the,did/the/don
score,3,did/they,did/they/score
sylvain,1,did,did/sylvain
wiltord,1,did/sylvain,did/sylvain/wiltord
return,1,how/many,how/many/return
role,1,what/the,what/the/role
reach,1,did/he,did/he/reach
king,1,did,did/king
join,1,did/king,did/king/join
airport,15,which,which/airport
was,2,which/airport,which/airport/was
sebastiano,1,did,did/sebastiano
