question,answer,table,Top 1 Topic,Top 1 Score,Top 2 Topic,Top 2 Score,Top 3 Topic,Top 3 Score,Entities
which province has the lowest proportion of people who reported having no close friends in 2013?,prince edward island,"[Table caption:social contacts with close friends, 2003, 2008 and 2013; ] [TAB] | | people with no close friends | people with no close friends | people with no close friends | people with three or more close friends | people with three or more close friends | people with three or more close friends | [SEP] |  | 2003 | 2008 | 2013 | 2003 | 2008 | 2013 | [SEP] |  | percentage | percentage | percentage | percentage | percentage | percentage | [SEP] | total | 6 | 6 | 6 | 70 | 75 | 75 | [SEP] | men | 6 | 6 | 7 | 71 | 76 | 75 | [SEP] | women | 6 | 6 | 5 | 69 | 74 | 75 | [SEP] | age group |  |  |  |  |  |  | [SEP] | 15 to 24 years | 1 | 1 | 1 | 82 | 88 | 88 | [SEP] | 25 to 34 years | 3 | 3 | 3 | 75 | 79 | 82 | [SEP] | 35 to 44 years | 5 | 5 | 5 | 68 | 74 | 75 | [SEP] | 45 to 54 years | 7 | 6 | 7 | 65 | 70 | 71 | [SEP] | 55 to 64 years | 9 | 7 | 8 | 65 | 71 | 69 | [SEP] | 65 to 74 years | 11 | 10 | 10 | 67 | 70 | 68 | [SEP] | 75 years and older | 18 | 15 | 15 | 61 | 65 | 66 | [SEP] | province |  |  |  |  |  |  | [SEP] | newfoundland and labrador | 5 | 3 | 4 | 72 | 77 | 80 | [SEP] | prince edward island | 4 | 4 | 2 | 78 | 81 | 82 | [SEP] | nova scotia | 4 | 5 | 6 | 76 | 78 | 77 | [SEP] | new brunswick | 5 | 5 | 6 | 73 | 74 | 74 | [SEP] | quebec | 10 | 8 | 8 | 57 | 66 | 67 | [SEP] | ontario | 6 | 5 | 6 | 74 | 77 | 76 | [SEP] | manitoba | 6 | 6 | 5 | 74 | 76 | 79 | [SEP] | saskatchewan | 5 | 5 | 5 | 76 | 79 | 77 | [SEP] | alberta | 5 | 5 | 5 | 75 | 79 | 80 | [SEP] | british columbia | 4 | 5 | 4 | 76 | 79 | 79 |",Political,0.1511,Culture,0.1415,Society,0.0994,2013
which club did hasani play for in 2014-15?,kukesi,[Table caption:career statistics; ] [TAB] | club | season | league | league | league | cup | cup | europe | europe | other | other | total | total | [SEP] | club | season | division | apps | goals | apps | goals | apps | goals | apps | goals | apps | goals | [SEP] | vllaznia shkoder | 2007-08 | albanian superliga | 4 | 0 | 0 | 0 | - | - | 4 | 0 | none | none | [SEP] | vllaznia shkoder | 2008-09 | albanian superliga | 1 | 0 | 2 | 1 | 0 | 0 | - | - | 3 | 1 | [SEP] | vllaznia shkoder | 2009-10 | albanian superliga | 2 | 0 | 2 | 0 | 0 | 0 | - | - | 4 | 0 | [SEP] | vllaznia shkoder | 2010-11 | albanian superliga | 27 | 0 | 3 | 0 | - | - | 30 | 0 | none | none | [SEP] | vllaznia shkoder | 2011-12 | albanian superliga | 7 | 1 | 7 | 2 | 4 | 0 | - | - | 23 | 1 | [SEP] | vllaznia shkoder | total | total | 41 | 1 | 13 | 3 | 4 | 0 | - | - | 59 | 4 | [SEP] | litex lovech | 2012-13 | first league | 9 | 0 | 0 | 0 | - | - | 9 | 0 | none | none | [SEP] | ceahlaul | 2013-14 | liga i | 1 | 0 | 1 | 0 | - | - | 2 | 0 | none | none | [SEP] | poli timisoara | 2013-14 | liga i | 5 | 0 | 0 | 0 | - | - | 5 | 0 | none | none | [SEP] | kukesi | 2014-15 | albanian superliga | 26 | 0 | 7 | 2 | - | - | 33 | 2 | none | none | [SEP] | kukesi | 2015-16 | albanian superliga | 22 | 5 | 4 | 1 | 6 | 0 | - | - | 32 | 6 | [SEP] | kukesi | 2016-17 | albanian superliga | 19 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 22 | 0 | [SEP] | kukesi | total | total | 67 | 5 | 13 | 3 | 6 | 0 | 1 | 0 | 87 | 8 | [SEP] | vllaznia shkoder | 2017-18 | albanian superliga | 14 | 2 | 1 | 0 | - | - | 15 | 2 | none | none | [SEP] | sepahan | 2017-18 | persian gulf pro league | 6 | 0 | 0 | 0 | - | - | 6 | 0 | none | none | [SEP] | tirana | 2018-19 | albanian superliga | 0 | 0 | 0 | 0 | - | - | 0 | 0 | none | none | [SEP] | career total | career total | career total | 143 | 8 | 28 | 6 | 10 | 0 | 1 | 0 | 182 | 14 |,Sports,0.9106,Culture,0.7107,Business and Economic,0.3292,"hasani, 2014-15"
"what color is the mascot of the club who 's player is younger brother of former collingwood and fremantle player , chris tarrant ?",grey,[TAB] col: | round | pick | player | recruited from | league | club | [SEP] | priority | 1 | matthew kreuzer | northern knights | tac cup | carlton | [SEP] | 1 | 2 | trent cotchin | northern knights | tac cup | richmond | [SEP] | 1 | 3 | chris masten | east fremantle | wafl | west coast | [SEP] | 1 | 4 | cale morton | claremont | wafl | melbourne | [SEP] | 1 | 5 | jarrad grant | dandenong stingrays | tac cup | western bulldogs | [SEP] | 1 | 6 | david myers | perth | wafl | essendon | [SEP] | 1 | 7 | rhys palmer | east fremantle | wafl | fremantle | [SEP] | 1 | 8 | lachlan henderson | geelong falcons | tac cup | brisbane lions | [SEP] | 1 | 9 | ben mcevoy | murray bushrangers | tac cup | st kilda | [SEP] | 1 | 10 | patrick dangerfield | geelong falcons | tac cup | adelaide | [SEP] | 1 | 11 | patrick veszpremi | northern knights | tac cup | sydney | [SEP] | 1 | 12 | cyril rioli | st mary 's | ntfl | hawthorn | [SEP] | 1 | 13 | brad ebert | port adelaide magpies | sanfl | west coast | [SEP] | 1 | 14 | jack grimes | northern knights | tac cup | melbourne | [SEP] | 1 | 15 | robbie tarrant | bendigo pioneers | tac cup | kangaroos | [SEP] | 1 | 16 | matthew lobbe | eastern ranges | tac cup | port adelaide | [SEP] | 1 | 17 | harry taylor | east fremantle | wafl | geelong | [SEP] | priority | 18 | alex rance | swan districts | wafl | richmond | [SEP] | 2 | 19 | callan ward | western jets | tac cup | western bulldogs |,Sports,0.891,Culture,0.4165,Media and Entertainment,0.147,"grey, chris"
what high school did coaltown 's trainer attend ?,wentworth military academy,"[TAB] col: | year | horse | age | trainer | owner | [SEP] | 1949 | coaltown | 4 | ben a. jones | calumet farm | [SEP] | 1948 | citation ( drf ) | 3 | ben a. jones | calumet farm | [SEP] | 1948 | shannon ii ( tsd ) | 7 | william molter | neil s. mccarthy | [SEP] | 1947 | armed | 6 | ben a. jones | calumet farm | [SEP] | 1946 | armed | 5 | ben a. jones | calumet farm | [SEP] | 1945 | stymie | 4 | hirsch jacobs | ethel d. jacobs | [SEP] | 1944 | devil diver | 5 | john m. gaver , sr | helen hay whitney | [SEP] | 1943 | market wise ( tsd ) | 5 | george w. carroll | louis tufano | [SEP] | 1943 | devil diver ( drf ) | 4 | john m. gaver , sr | helen hay whitney | [SEP] | 1942 | whirlaway | 4 | ben a. jones | calumet farm | [SEP] | 1941 | mioland ( drf ) | 4 | tom smith | charles s. howard | [SEP] | 1941 | big pebble ( tsd ) | 5 | william b. finnegan | edward s. moore | [SEP] | 1940 | challedon | 4 | louis j. schaefer | william l. brann | [SEP] | 1939 | kayak ii | 4 | horatio luro | charles s. howard | [SEP] | 1938 | seabiscuit | 5 | tom smith | charles s. howard | [SEP] | 1937 | seabiscuit | 4 | tom smith | charles s. howard | [SEP] | 1936 | discovery | 5 | bud stotler | alfred g. vanderbilt ii |",Warfare and Conflict,0.5971,Sports,0.4388,Culture,0.4001,
which olympics did the partner of witney carson who averaged a score of 23.5 win a silver medal ?,2018 winter olympics,[TAB] col: | season | partner | place | average score | [SEP] | 18 | cody simpson | 9th | 23.8 | [SEP] | 19 | alfonso ribeiro | 1st | 27.7* | [SEP] | 20 | chris soules | 5th | 21.9* | [SEP] | 21 | carlos penavega | 4th | 26.6 | [SEP] | 22 | von miller | 7th | 22.9 | [SEP] | 23 | vanilla ice | 10th | 19.6* | [SEP] | 24 | chris kattan | 12th | 14.7* | [SEP] | 25 | frankie muniz | 3rd | 26.0 | [SEP] | 26 | chris mazdzer | 4th | 23.5 | [SEP] | 27 | milo manheim | 2nd | 27.5 | [SEP] | 28 | kel mitchell | 2nd | 25.5 |,Sports,0.9919,Culture,0.2712,Media and Entertainment,0.1446,"23.5, witney carson, 2018"
what is the scheduling number of the site where the remains of a romano-celtic temple can be found ?,1008211,"[TAB] col: | site name alternative name ( s ) | constructed | scheduling number | listed building grade | location or parish | description | [SEP] | barrington court | 1550s | - | i | barrington 50°57′42′′n 2°51′36′′ | barrington court is a tudor manor house begun around 1538 and | [SEP] | bath assembly rooms | 1769-1771 | - | i | bath 51°23′12′′n 2°21′49′′w | the bath assembly rooms , designed by john wood , the young | [SEP] | bruton dovecote | 16th century | 50820 | ii* | bruton 51°06′29′′n 2°27′ | the bruton dovecote was built in the 16th | [SEP] | burrow mump | - | - | ii* | burrowbridge 51°04′06′′n 2°55′14 | burrow mump is a hill and historic site overlooking southlake | [SEP] | cadbury camp | - | 195367 | - | tickenham 51°26′47′′n 2°47′17 | cadbury camp is an iron age hill fort . local legends | [SEP] | cheddar gorge | - | - | - | cheddar 51°16′58′′n 2°46′00 | cheddar gorge is a limestone gorge in the mendip | [SEP] | coleridge cottage | 17th century | - | ii* | nether stowey 51°09′08′′n 3°09 | coleridge cottage is a cottage constructed in the 17th century . | [SEP] | crook peak to shute shelve hill | - | - | - | mendip hills 51°17′43′′n 2°52′53 | crook peak to shute shelve hill is a 332.2 | [SEP] | dunster castle | 11th century | - | i | dunster 51°10′49′′n 3°26′37′′ | dunster castle is a former motte-and-bailey |",Culture,0.7812,Society,0.1206,Art,0.0577,1008211
the pleiku stadium is in what province of vietnam ?,gia lai,"[TAB] col: | club | based | home stadium | capacity | first season in v-league | manager | [SEP] | becamex bình dương | thủ dầu một | gò đậu stadium | 18,250 | 2004 | đặng trần chỉnh | [SEP] | đồng tâm long an | tân an | long an stadium | 19,975 | 2003 | buketa ranko | [SEP] | cao su đồng tháp | cao lãnh | cao lãnh stadium | 20,000 | 2000 | phạm công lộc | [SEP] | hà nội acb | hà nội | hàng đẫy stadium | 22,500 | 2004 | mauricio luis giganti | [SEP] | hòa phát hà nội | hà nội | hàng đẫy stadium | 22,500 | 2003 | nguyễn thành vinh | [SEP] | hoàng anh gia lai | pleiku | pleiku stadium | 15,000 | 2003 | huỳnh văn ảnh | [SEP] | khatoco khánh hòa | nha trang | august 19th stadium | 25,000 | 2000 | hoàng anh tuấn | [SEP] | lam sơn thanh hóa | thanh hóa | thanh hóa stadium | 14,000 | 2010 | đàm văn hải | [SEP] | navibank sài gòn | hồ chí minh city | thống nhất stadium | 25,000 | 2010 | mai đức chung | [SEP] | shb đà nẵng | đà nẵng | chi lăng stadium | 30,000 | 2001 | lê huỳnh đức | [SEP] | sông lam nghệ an | vinh | vinh stadium | 22,000 | 2000 | nguyễn hữu thắng |",Sports,0.8927,Media and Entertainment,0.6433,Culture,0.6128,"vietnam, gia lai"
the artist who sang the song poker face was born with what first name ?,stefani,"[TAB] col: | # | artist | artist 's nationality | title | [SEP] | 1 | lady gaga | united states | poker face | [SEP] | 2 | emilíana torrini | iceland | jungle drum | [SEP] | 3 | milow | belgium | ayo technology | [SEP] | 4 | cassandra steen featuring adel tawil | germany | stadt | [SEP] | 5 | mando diao | sweden | dance with somebody | [SEP] | 6 | razorlight | united kingdom sweden | wire to wire | [SEP] | 7 | silbermond | germany | irgendwas bleibt | [SEP] | 8 | gossip | united states | heavy cross | [SEP] | 9 | the black eyed peas | united states | i got ta feeling | [SEP] | 10 | david guetta featuring kelly rowland | france united states | when love takes over | [SEP] | 11 | marit larsen | norway | if a song could get me you | [SEP] | 12 | james morrison featuring nelly furtado | united kingdom canada | broken strings | [SEP] | 13 | katy perry | united states | hot n cold | [SEP] | 14 | david guetta featuring akon | france united states | sexy bitch | [SEP] | 15 | polarkreis 18 | germany | allein , allein | [SEP] | 16 | robbie williams | united kingdom | bodies | [SEP] | 17 | peter fox | germany | haus am see | [SEP] | 18 | beyoncé | united states | halo | [SEP] | 19 | daniel schuhmacher | germany | anything but love | [SEP] | 20 | mark medlock | germany | mamacita |",Media and Entertainment,0.8657,Art,0.7484,Culture,0.4908,first
what is the canton of the reserve whose medieval centre retains the ancient street plan ?,"schaffhausen , thurgau","[TAB] col: | number | reserve | canton | since | revised | [SEP] | 1 | ermatingerbecken of lake constance | thurgau | 1991 |  | [SEP] | 2 | stein am rhein | schaffhausen , thurgau | 1991 | 2001 | [SEP] | 3 | klingnauerstausee | aargau | 1991 |  | [SEP] | 4 | fanel - chablais de cudrefin | berne , fribourg , vaud , neuc | 1991 | 2001 | [SEP] | 5 | chevroux up to portalban | fribourg , vaud | 1991 | 2001 | [SEP] | 6 | yvonand up to cheyres | fribourg , vaud | 1991 | 2001 | [SEP] | 7 | grandson up to champ-pittet | vaud | 1991 | 2001 | [SEP] | 8 | les grangettes | vaud , valais | 1991 | 2001 | [SEP] | 9 | rhône up to verbois | geneva | 1991 | 2001 | [SEP] | 11 | versoix up to geneva | geneva | 2001 |",Culture,0.7984,Environmental,0.2187,Political,0.1518,
how many times in f1 did the person who finished the hungarian grand prix qualifier in 1:18.515 in 1999 finish a race fastest ?,three,[TAB] col: | pos | no | driver | constructor | lap | gap | [SEP] | 1 | 1 | mika häkkinen | mclaren - mercedes | 1:18.156 |  | [SEP] | 2 | 4 | eddie irvine | ferrari | 1:18.263 | +0.107 | [SEP] | 3 | 2 | david coulthard | mclaren - mercedes | 1:18.384 | +0.228 | [SEP] | 4 | 9 | giancarlo fisichella | benetton - playlife | 1:18.515 | +0.359 | [SEP] | 5 | 8 | heinz-harald frentzen | jordan - mugen-honda | 1:18.664 | +0.508 | [SEP] | 6 | 7 | damon hill | jordan - mugen-honda | 1:18.667 | +0.511 | [SEP] | 7 | 10 | alexander wurz | benetton - playlife | 1:18.733 | +0.577 | [SEP] | 9 | 22 | jacques villeneuve | bar - supertec | 1:19.127 | +0.971 | [SEP] | 10 | 17 | johnny herbert | stewart - ford | 1:19.389 | +1.233 | [SEP] | 12 | 12 | pedro diniz | sauber - petronas | 1:19.782 | +1.626 | [SEP] | 13 | 19 | jarno trulli | prost - peugeot | 1:19.788 | +1.632 | [SEP] | 14 | 18 | olivier panis | prost - peugeot | 1:19.841 | +1.685 | [SEP] | 16 | 6 | ralf schumacher | williams - supertec | 1:19.945 | +1.789 | [SEP] | 17 | 23 | ricardo zonta | bar - supertec | 1:20.060 | +1.904 | [SEP] | 18 | 3 | mika salo | ferrari | 1:20.369 | +2.213 | [SEP] | 19 | 20 | luca badoer | minardi - ford | 1:20.961 | +2.805 |,Sports,0.8412,Culture,0.1313,Society,0.0916,"1:18.515, 1999, three"
"which area is the island with a population of 122,974 off the coast of ?",mainland china,"[TAB] col: | island | country | population | area km² | density per km² | year | [SEP] | kinmen | taiwan | 122,974 | 132 | 932 | 2008 | [SEP] | cebu | philippines | 3,979,155 | 4,467.5 | 890 | 2015 | [SEP] | mauritius | mauritius | 1,263,089 | 1,865 | 680 | 2012 | [SEP] | taiwan | taiwan | 23,000,000 | 35,801 | 642 | 2008 | [SEP] | aquidneck island , rhode island | united states | 60,870 | 98 | 621 | 2000 | [SEP] | unguja | tanzania | 896,721 | 643 | 538 |  | [SEP] | luzon | philippines | 48,520,774 | 104,688 | 463 | 2010 | [SEP] | honshū | japan | 103,000,000 | 230,500 | 447 | 2005 | [SEP] | puerto rico | puerto rico | 3,994,259 | 9,104 | 439 | 2007 | [SEP] | lamma island | hong kong | 5,500 | 13.74 | 400 | 2007 | [SEP] | kyūshū | japan | 13,231,995 | 35,640 | 371 |  | [SEP] | réunion | france | 840,974 | 2511 | 335 | 2013 | [SEP] | sri lanka ( main island ) | sri lanka | 21,184,000 | 65,268 | 325 | 2008 | [SEP] | mindanao | philippines | 29,968,174 | 94,630 | 317 | 2010 | [SEP] | great britain | united kingdom | 61,450,000 | 209,331 | 294 | 2011 | [SEP] | awaji island | japan | 147,359 | 592.17 | 249 |  | [SEP] | majorca | spain | 869,067 | 3640.11 | 239 |  | [SEP] | shikoku | japan | 4,141,955 | 18,800 | 220 | 2005 | [SEP] | sicily | italy | 5,051,075 | 25,700 | 197 | 2010 |",Culture,0.3003,Business and Economic,0.2222,Political,0.1569,"china, 122,974"
when was the company that manufactured the most recently opened thrill level 4 ride founded ?,1966,"[TAB] col: | ride | year opened | manufacturer | description | thrill level | [SEP] | cedar downs racing derby | 1967 | prior and church | a high-speed , circular ride resembling a | 3 | [SEP] | dodgem | 1970 | soli of italy | a classic bumper cars attraction | 4 | [SEP] | matterhorn | 1972 | mack rides | a matterhorn circular ride that swings riders as it moves in a | 3 | [SEP] | maxair | 2005 | huss park attractions | a giant frisbee ride , it is one of only | 5 | [SEP] | monster | 1970 | eyerly aircraft company | a standard monster ride | 3 | [SEP] | ocean motion | 1981 | huss park attractions | a swinging pirate ship ride that reaches a height of 65 feet | 3 | [SEP] | pipe scream | 2014 | zamperla | a disk ' o ride where a single car travels along | 4 | [SEP] | power tower | 1998 | s & s worldwide | a combo drop tower ride featuring both a space shot and a turbo | 5 | [SEP] | professor delbert 's frontier fling | 1996 | ride entertainment group | a 152 feet ( 46 m ) dual arch skycoaster | 5 | [SEP] | scrambler | 1960 | eli bridge company | a twist ride that is one of the oldest rides operating at cedar point | 3 | [SEP] | slingshot | 2014 | funtime | a 236 feet ( 72 m ) tall reverse bung | 5 | [SEP] | super himalaya | 1970 | mack rides | a circular music express ride that travels in a clockwise motion on | 3 | [SEP] | tiki twirl | 1970 | mack rides | a spinning ride that spins riders in two degrees of motion . | 3 | [SEP] | troika | 1976 | huss park attractions | a troika ride in which riders reach a height of 25 feet ( | 3 | [SEP] | wave swinger | 1979 | zierer | a wave swinger ride featuring hand painted murals . riders reach | 3 |",Media and Entertainment,0.668,Business and Economic,0.6543,Culture,0.4954,1966
in which winning year was the winner is one of the top skaters of her era ?,1994,[TAB] col: | year | winner | nationality | sport | [SEP] | 1993 | julie krone | united states | jockey | [SEP] | 1994 | bonnie blair | united states | speed skating | [SEP] | 1995 | bonnie blair | united states | speed skating | [SEP] | 1996 | amy van dyken | united states | swimming | [SEP] | 1997 | gail devers | united states | track and field | [SEP] | 1998 | michelle kwan | united states | figure skating | [SEP] | 1999 | juli inkster | united states | golf | [SEP] | 2000 | jenny thompson | united states | swimming | [SEP] | 2001 | stacy dragila | united states | pole vault | [SEP] | 2002 | sarah hughes | united states | figure skating | [SEP] | 2003 | natalie coughlin | united states | swimming | [SEP] | 2004 | annika sörenstam | sweden | golf | [SEP] | 2005 | erin popovich | united states | paralympic swimming | [SEP] | 2006 | melanie troxel | united states | funny car race | [SEP] | 2007 | lorena ochoa | mexico | golf | [SEP] | 2008 | nastia liukin | united states | artistic gymnastics | [SEP] | 2009 | courtney kupets | united states | gymnastics | [SEP] | 2010 | kim yuna | south korea | figure skating | [SEP] | 2011 | yani tseng | taiwan | golf | [SEP] | 2012 | gabrielle douglas | united states | artistic gymnastics |,Sports,0.9476,Culture,0.3339,Society,0.1283,"year, 1994"
who is the newest private university named for ?,sir syed ahmad khan,"[TAB] col: | university | location | established | specialization | type | [SEP] | 1 liaquat university of medical and health sciences | jamshoro | 1881 | general | public | [SEP] | 2 sindh madressatul islam university | karachi | 1885 | general | public | [SEP] | 3 ned university of engineering and technology | karachi | 1922 | general | public | [SEP] | 4 dow university of health sciences | karachi | 1945 | general | public | [SEP] | 5 university of sindh | jamshoro | 1947 | general | public | [SEP] | 6 university of karachi | karachi | 1951 | general | public | [SEP] | 7 institute of business administration , karachi | karachi | 1955 | general | public | [SEP] | 8 dawood university of engineering and technology | karachi | 1962 | general | public | [SEP] | 9 mehran university of engineering and technology | jamshoro | 1963 | general | public | [SEP] | 10 pakistan naval academy | karachi | 1970 | general | public , pakistan navy | [SEP] | 11 shah abdul latif university | khairpur | 1974 | general | public | [SEP] | 12 quaid-e-awam university of engineering , science | nawabshah | 1974 | general | public | [SEP] | 13 sindh agriculture university | tandojam | 1977 | general | public | [SEP] | 14 preston university | karachi | 1984 | general | private | [SEP] | 15 indus valley school of art and architecture | karachi | 1989 | general | private | [SEP] | 16 baqai medical university | karachi | 1989 | general | private | [SEP] | 17 hamdard university | karachi | 1991 | general | private | [SEP] | 18 commecs institute of business and emerging sciences | karachi | 1993 | general | private | [SEP] | 19 sir syed university of engineering and technology | karachi | 1993 | general | private | [SEP] | 20 sukkur iba university | sukkur | 1994 | general | public |",Education,0.8057,Business and Economic,0.5005,Science and Technology,0.4823,ahmad khan
what is the capital of the country where la violencia occurred ?,bogotá,"[TAB] col: | event | victims | country | locale ( s ) | date | [SEP] | partition of india and pakistan | 200,000-2,000,000 | british india | punjab and bengal | 1947 | [SEP] | la violencia | 200,000-300,000 | colombia | country-wide | 1948 -1960 | [SEP] | 1959 tibetan uprising | 85,000-87,000 | tibet , china | lhasa | 1959 | [SEP] | nika riots | 30,000 | byzantium | constantinople | 532 | [SEP] | la semaine sanglante | 6,667-20,000 | france | paris | 1871 | [SEP] | february 28 incident | 10,000-30,000 | china | taiwan | 1947 | [SEP] | jeju uprising | 14,000-30,000 | southern korea , present-day south korea | jeju island | 1948 | [SEP] | august uprising | 13,000-15,500 | georgia |  | 1924 | [SEP] | 1932 salvadoran peasant uprising | 10,000-40,000 | el salvador |  | 1932 | [SEP] | romanian peasants ' revolt | 10,000-20,000 | romania |  | 1907 | [SEP] | kronstadt rebellion | 10,000 | russia | kronstadt | 1921 | [SEP] | 1984 anti-sikh riots | 2,800-8,000 | india | new delhi | 1984 | [SEP] | march 1st movement | 7,500 | japanese korea , present-day south korea | seoul | 1919 | [SEP] | second intifada | 4,179-4,354 | israel / palestinian territories |  | 2000 -2005 | [SEP] | pitchfork uprising | 3,800 | russia |  | 1920 | [SEP] | iranian revolution | 2,781 | iran |  | 1979 | [SEP] | 8888 uprising | 3,000-10,000 | burma / myanmar |  | 1987 -1993 | [SEP] | first intifada | 2,204 | israel / palestinian territories |  | 1987 | [SEP] | banana massacre | 47-2,000 | colombia | ciénaga | 1928 | [SEP] | santa maría school massacre | 2,300 | chile | iquique | 1907 |",Warfare and Conflict,0.644,Political,0.1788,Art,0.0618,bogotá
