Top 1 Topic,Top 1 Score,Top 2 Topic,Top 2 Score,Top 3 Topic,Top 3 Score,Entities,Original Question
Culture,0.7001,Business and Economic,0.563,Science and Technology,0.4916,883941.2,883941.2
Culture,0.5984,Business and Economic,0.4639,Society,0.4083,2990.0,2990.0
Culture,0.7419,Business and Economic,0.5746,Science and Technology,0.5444,2:17.15,2:17.15
Culture,0.7599,Science and Technology,0.6774,Society,0.6679,1995.0,1995.0
Culture,0.29,Education,0.1222,Science and Technology,0.1042,two,which kind of parents has the largest difference between the two definitions in absolute terms?
Culture,0.271,Business and Economic,0.1115,Healthcare and Medicine,0.102,two,which kind of parents has the largest relative difference between the two definitions?
Culture,0.2785,Education,0.0976,Business and Economic,0.0928,two,which kind of parents has the largest absolute difference between the two definitions?
Culture,0.6885,Business and Economic,0.6052,Science and Technology,0.5738,6.0,6.0
Culture,0.7152,Science and Technology,0.5997,Business and Economic,0.5964,15.0,15.0
Culture,0.6676,Business and Economic,0.5941,Science and Technology,0.5583,5.0,5.0
Culture,0.7152,Science and Technology,0.5997,Business and Economic,0.5964,15.0,15.0
Political,0.4386,Culture,0.3596,Education,0.3515,prince edward island,prince edward island
Culture,0.5327,Business and Economic,0.3847,Environmental,0.3155,,quebec
Culture,0.5624,Business and Economic,0.457,Warfare and Conflict,0.2897,monaco,monaco
Sports,0.9953,Art,0.2194,Science and Technology,0.1772,,sporting fingal
Culture,0.6895,Business and Economic,0.5421,Society,0.5224,1607.0,1607.0
Culture,0.4151,Healthcare and Medicine,0.3334,Art,0.3296,,atalanta
Culture,0.6978,Science and Technology,0.5559,Society,0.5418,56.0,56.0
Culture,0.6731,Business and Economic,0.5392,Science and Technology,0.5314,60.0,60.0
Culture,0.6938,Science and Technology,0.5399,Business and Economic,0.5252,58.0,58.0
Culture,0.6876,Society,0.5428,Science and Technology,0.5049,70.0,70.0
Culture,0.6994,Science and Technology,0.5827,Business and Economic,0.5608,42.0,42.0
Culture,0.6744,Science and Technology,0.5496,Business and Economic,0.5477,61.0,61.0
Culture,0.6709,Society,0.5076,Business and Economic,0.4933,69.0,69.0
Culture,0.6921,Science and Technology,0.5444,Society,0.5302,54.0,54.0
Culture,0.6095,Political,0.5231,Business and Economic,0.4005,,ontario
Culture,0.6874,Business and Economic,0.5564,Society,0.5448,82.0,82.0
Culture,0.5547,Society,0.0921,Warfare and Conflict,0.036,,newfoundland and labrador
Culture,0.7351,Science and Technology,0.6129,Business and Economic,0.6008,9.4,9.4
Culture,0.6815,Business and Economic,0.589,Science and Technology,0.5426,7.0,7.0
Culture,0.6643,Business and Economic,0.5227,Society,0.5058,89.0,89.0
Culture,0.5957,Business and Economic,0.4861,Science and Technology,0.4609,655.0,655.0
Culture,0.6409,Business and Economic,0.6139,Science and Technology,0.578,2.0,2.0
Culture,0.6911,Business and Economic,0.5118,Science and Technology,0.4695,391692.0,391692.0
Culture,0.644,Business and Economic,0.4764,Science and Technology,0.4343,14470.0,14470.0
Culture,0.7185,Business and Economic,0.6163,Science and Technology,0.5782,406162.0,406162.0
Culture,0.6901,Business and Economic,0.6299,Science and Technology,0.6206,,3
Culture,0.6901,Business and Economic,0.6299,Science and Technology,0.6206,,3
Culture,0.6513,Business and Economic,0.6243,Healthcare and Medicine,0.6087,,2
Culture,0.7122,Science and Technology,0.5808,Business and Economic,0.5728,,4
Culture,0.6956,Healthcare and Medicine,0.5887,Science and Technology,0.5823,,1
Culture,0.7193,Business and Economic,0.5257,Science and Technology,0.5226,,13
Culture,0.6815,Business and Economic,0.589,Science and Technology,0.5426,7.0,7.0
Culture,0.7295,Science and Technology,0.5939,Business and Economic,0.5699,13.0,13.0
Culture,0.6355,Business and Economic,0.5828,Science and Technology,0.5487,1.0,1.0
Culture,0.6713,Business and Economic,0.522,Science and Technology,0.5091,,5
Culture,0.5846,Business and Economic,0.4739,Science and Technology,0.4334,30.0,30.0
Culture,0.6839,Science and Technology,0.5138,Society,0.5123,29.0,29.0
Culture,0.7194,Science and Technology,0.6002,Business and Economic,0.5759,21.0,21.0
Culture,0.6613,Science and Technology,0.5363,Business and Economic,0.523,20.0,20.0
Culture,0.6965,Business and Economic,0.5727,Society,0.5458,75.0,75.0
Culture,0.7129,Science and Technology,0.5822,Society,0.5727,74.0,74.0
Culture,0.6738,Science and Technology,0.5319,Business and Economic,0.5198,28.0,28.0
Culture,0.6738,Science and Technology,0.5319,Business and Economic,0.5198,28.0,28.0
Culture,0.6949,Business and Economic,0.5614,Science and Technology,0.5612,83.0,83.0
Culture,0.6709,Society,0.5076,Business and Economic,0.4933,69.0,69.0
Culture,0.6731,Business and Economic,0.5392,Science and Technology,0.5314,60.0,60.0
Culture,0.7005,Business and Economic,0.5366,Science and Technology,0.5054,5049770.0,5049770.0
Culture,0.6815,Business and Economic,0.589,Science and Technology,0.5426,7.0,7.0
Culture,0.6876,Society,0.5428,Science and Technology,0.5049,70.0,70.0
Culture,0.6947,Society,0.5332,Science and Technology,0.5279,68.0,68.0
Culture,0.7002,Business and Economic,0.5662,Science and Technology,0.5441,2080915.0,2080915.0
Culture,0.5822,Business and Economic,0.4241,Warfare and Conflict,0.3678,0.81299,0.81299
Culture,0.6663,Business and Economic,0.4868,Society,0.4474,366916.0,366916.0
Culture,0.6122,Business and Economic,0.4598,Science and Technology,0.4431,0.14335,0.14335
Culture,0.6349,Business and Economic,0.4894,Science and Technology,0.4628,7052.0,7052.0
Art,0.1275,Society,0.1106,Culture,0.0429,"000, 2017/2018",000 population were there supervised in correctional services in all jurisdictions on average per day in 2017/2018?
Culture,0.6564,Business and Economic,0.4882,Healthcare and Medicine,0.4657,,7
Culture,0.6669,Society,0.4957,Art,0.484,,34
Culture,0.7195,Art,0.5347,Business and Economic,0.5204,,14
Culture,0.6506,Business and Economic,0.4894,Healthcare and Medicine,0.4854,,11
Culture,0.683,Business and Economic,0.4962,Science and Technology,0.4913,,21
Culture,0.6148,Business and Economic,0.4471,Science and Technology,0.3814,0.892796,0.892796
Culture,0.6639,Business and Economic,0.5399,Science and Technology,0.5272,792.0,792.0
Society,0.3442,Art,0.2627,Culture,0.1662,"000, 2017/2018",000 population were there in custody on average per day in the 11 reporting jurisdictions in 2017/2018?
Culture,0.6736,Business and Economic,0.5156,Warfare and Conflict,0.5044,,12
Culture,0.6653,Science and Technology,0.4942,Business and Economic,0.4772,,9
Culture,0.683,Business and Economic,0.4962,Science and Technology,0.4913,,21
Culture,0.7002,Business and Economic,0.531,Science and Technology,0.5283,,15
Culture,0.7195,Art,0.5347,Business and Economic,0.5204,,14
Culture,0.6506,Business and Economic,0.4894,Healthcare and Medicine,0.4854,,11
Culture,0.6325,Business and Economic,0.4283,Science and Technology,0.4011,,48
Culture,0.7193,Business and Economic,0.5257,Science and Technology,0.5226,,13
Society,0.2841,Culture,0.205,Political,0.1058,"000, 2017/2018",000 population were in custody in manitoba in 2017/2018?
Society,0.307,Culture,0.1151,Political,0.1021,"000, 2017/2018, saskatchewan",000 population were in custody in saskatchewan in 2017/2018?
Culture,0.2867,Society,0.2573,Warfare and Conflict,0.1776,"000, 2017/2018",000 population were in custody in northwest territories in 2017/2018?
Society,0.1688,Warfare and Conflict,0.1086,Political,0.0964,"000, 2017/2018, nunavut",000 population were in custody in nunavut in 2017/2018?
Culture,0.6556,Business and Economic,0.5259,Science and Technology,0.4847,5640.0,5640.0
Culture,0.6713,Business and Economic,0.522,Science and Technology,0.5091,,5
Culture,0.6449,Art,0.4656,Society,0.4633,,32
Culture,0.6839,Science and Technology,0.5325,Business and Economic,0.5316,71.0,71.0
Culture,0.6956,Healthcare and Medicine,0.5887,Science and Technology,0.5823,,1
Culture,0.6625,Business and Economic,0.498,Science and Technology,0.4906,47.0,47.0
Culture,0.7092,Science and Technology,0.5917,Business and Economic,0.5687,22.0,22.0
Culture,0.6839,Science and Technology,0.5138,Society,0.5123,29.0,29.0
Culture,0.6738,Science and Technology,0.5319,Business and Economic,0.5198,28.0,28.0
Culture,0.7193,Business and Economic,0.5257,Science and Technology,0.5226,,13
Culture,0.6611,Society,0.4957,Science and Technology,0.4832,,25
Art,0.13,Society,0.1012,Political,0.0292,nine,what is the number of youth admissions to correctional services among the nine reporting jurisdictions?
Culture,0.6736,Business and Economic,0.5156,Warfare and Conflict,0.5044,,12
Culture,0.6653,Science and Technology,0.4942,Business and Economic,0.4772,,9
Culture,0.6864,Art,0.5137,Business and Economic,0.5026,,16
Culture,0.6844,Art,0.4813,Society,0.4755,,17
Culture,0.7195,Art,0.5347,Business and Economic,0.5204,,14
Culture,0.6611,Society,0.4957,Science and Technology,0.4832,,25
Culture,0.7195,Art,0.5347,Business and Economic,0.5204,,14
Culture,0.7132,Science and Technology,0.5201,Business and Economic,0.5151,,51
Culture,0.6522,Science and Technology,0.522,Business and Economic,0.5083,32.0,32.0
Culture,0.6115,Business and Economic,0.462,Science and Technology,0.4415,281.0,281.0
Culture,0.6676,Business and Economic,0.5941,Science and Technology,0.5583,5.0,5.0
Culture,0.6427,Business and Economic,0.5602,Science and Technology,0.5331,2.8,2.8
Culture,0.7476,Science and Technology,0.6576,Business and Economic,0.6428,4.3,4.3
Culture,0.6414,Business and Economic,0.4977,Society,0.4685,,-2.4
Culture,0.6485,Business and Economic,0.4823,Society,0.4263,,-1.6
Culture,0.6302,Business and Economic,0.4525,Society,0.4328,,-0.6
Culture,0.5922,Business and Economic,0.3959,Society,0.3934,0.9,0.9
Culture,0.6355,Society,0.4563,Business and Economic,0.4467,0.6,0.6
Culture,0.6316,Business and Economic,0.5265,Science and Technology,0.5057,1.7,1.7
Culture,0.2978,Warfare and Conflict,0.2733,Healthcare and Medicine,0.2491,2.1,2.1
Culture,0.5294,Business and Economic,0.428,Healthcare and Medicine,0.424,2.7,2.7
Culture,0.6564,Science and Technology,0.5334,Business and Economic,0.5224,1.6,1.6
Culture,0.5985,Business and Economic,0.4913,Science and Technology,0.463,2.5,2.5
Culture,0.601,Science and Technology,0.5059,Healthcare and Medicine,0.4946,2.4,2.4
Culture,0.7171,Business and Economic,0.6223,Science and Technology,0.6163,4.0,4.0
Culture,0.6947,Business and Economic,0.6151,Science and Technology,0.5919,3.1,3.1
Culture,0.7189,Business and Economic,0.607,Science and Technology,0.5846,5.1,5.1
Culture,0.6947,Business and Economic,0.6151,Science and Technology,0.5919,3.1,3.1
Culture,0.5943,Science and Technology,0.406,Business and Economic,0.3959,4.9,4.9
Culture,0.7075,Society,0.6433,Art,0.6353,3.3,3.3
Culture,0.7042,Science and Technology,0.6323,Business and Economic,0.6296,1.1,1.1
Culture,0.5294,Business and Economic,0.428,Healthcare and Medicine,0.424,2.7,2.7
Culture,0.5796,Science and Technology,0.452,Business and Economic,0.4364,3.6,3.6
Culture,0.5796,Science and Technology,0.452,Business and Economic,0.4364,3.6,3.6
Culture,0.6355,Society,0.4563,Business and Economic,0.4467,0.6,0.6
Culture,0.601,Science and Technology,0.5059,Healthcare and Medicine,0.4946,2.4,2.4
Culture,0.6236,Business and Economic,0.5234,Science and Technology,0.5121,2.6,2.6
Culture,0.6843,Society,0.6111,Art,0.6017,2.2,2.2
Culture,0.6535,Business and Economic,0.5323,Science and Technology,0.5159,1.5,1.5
Culture,0.6554,Business and Economic,0.4669,Science and Technology,0.4536,48.7,48.7
Education,0.9268,Business and Economic,0.5325,Science and Technology,0.5253,,college
Culture,0.7016,Science and Technology,0.5402,Business and Economic,0.5373,60.7,60.7
Culture,0.6554,Business and Economic,0.4669,Science and Technology,0.4536,48.7,48.7
Culture,0.6585,Science and Technology,0.4811,Business and Economic,0.4727,36.7,36.7
Culture,0.732,Science and Technology,0.5968,Business and Economic,0.5671,18.6,18.6
Culture,0.7127,Science and Technology,0.5961,Business and Economic,0.5914,89.3,89.3
Culture,0.675,Business and Economic,0.4947,Science and Technology,0.4879,88.9,88.9
Culture,0.693,Science and Technology,0.6019,Business and Economic,0.572,57.2,57.2
Sports,0.739,Society,0.7334,Science and Technology,0.5466,,the gap between the participation rate of men and women was largest?
Education,0.8778,Business and Economic,0.5151,Science and Technology,0.489,,what is the percentage of graduates in education programs participated in wil?
Education,0.8778,Business and Economic,0.5151,Science and Technology,0.489,,what is the percentage of graduates in education programs participated in wil?
Culture,0.6642,Science and Technology,0.4989,Business and Economic,0.4972,81.9,81.9
Culture,0.7674,Society,0.6251,Healthcare and Medicine,0.4816,,humanities
Culture,0.6945,Science and Technology,0.5539,Business and Economic,0.539,18.7,18.7
Healthcare and Medicine,0.9308,Society,0.177,Environmental,0.0024,,what is the participation rates graduates in health and related fields had?
Business and Economic,0.6787,Science and Technology,0.4838,Education,0.4634,,in which field graduates had the lowest participation rate?
Society,0.4661,Warfare and Conflict,0.3711,Culture,0.0843,,what is the percentage of graduates in the field of social and behavioural sciences and law have participated in wil during their studies?
Political,0.4353,Society,0.3217,Culture,0.0394,,management and public administration participated in wil?
Culture,0.7535,Business and Economic,0.5975,Society,0.5944,88.4,88.4
Culture,0.6839,Science and Technology,0.5325,Business and Economic,0.5316,71.0,71.0
Culture,0.7079,Science and Technology,0.5768,Business and Economic,0.5641,31.8,31.8
