Top 1 Topic,Top 1 Score,Top 2 Topic,Top 2 Score,Top 3 Topic,Top 3 Score,Entities,Original Question
Sports,0.9851,Culture,0.3713,Warfare and Conflict,0.2037,"5.5, St Kilda, Hawthorn 20.24, 144",St Kilda won by defeating Hawthorn 20.24 (144) to 5.5 (35).
Media and Entertainment,0.8847,Society,0.1471,Culture,0.06,"first, 2007\, the Billboard Latin Music Awards",first at the Billboard Latin Music Awards of 2007\
Media and Entertainment,0.9291,Culture,0.2033,Art,0.0959,"Beyond, the Big Cat Label - 'Manic Sound Panic'",The Beyond released a single on the Big Cat Label - 'Manic Sound Panic' and 'No Excuse'
Sports,0.9819,Culture,0.0866,Business and Economic,0.0532,"163, five",Hammond scored 163 points on 15 touchdowns and five goals.
Political,0.9288,Culture,0.6464,Warfare and Conflict,0.5901,"Venice, 19.7%, 28.2%, Rovigo",the PCI was strongest in Rovigo (28.2%) and Venice (19.7%).
Sports,0.7033,Culture,0.6198,Society,0.5153,,In the 2011–12 season\
Culture,0.8628,Education,0.6556,Business and Economic,0.6479,Runner,with a jury vote of 6-2 over Runner-Up Kent.
Sports,0.7172,Culture,0.628,Society,0.5171,"786, the 1983–1984 season",786 in the 1983–1984 season and a low attendance of 7\
Culture,0.7575,Media and Entertainment,0.6911,Society,0.5509,"Timothy Lay\, Sian Orrells",written by Sian Orrells and directed by Timothy Lay\
Culture,0.5539,Sports,0.4774,Society,0.448,"400, lb⋅ft, 325, 440",400 rpm and 440 N⋅m (325 lb⋅ft) of torque at 5\
Sports,0.9594,Culture,0.3672,Warfare and Conflict,0.123,"the Detroit Lions, Colorado State University, 69th",a defensive back from Colorado State University was the 69th pick by the Detroit Lions.
Media and Entertainment,0.6559,Culture,0.5868,Art,0.0912,"Rolling Stone's, 2012, 2013, 381",The Smile Sessions were voted number 381 in Rolling Stone's 2012 list of the 500 Greatest Albums of All Time and won the award for Best Historical Album in 2013.
Art,0.9732,Warfare and Conflict,0.2037,Culture,0.0688,"The Invisible Dog Art Center, 2013",2013 at The Invisible Dog Art Center.
Business and Economic,0.5348,Culture,0.3281,Political,0.2269,"000, China, 22\, the Three Gorges Dam",000 MW was surpassed as the largest facility by the Three Gorges Dam in China at 22\
Media and Entertainment,0.0903,Healthcare and Medicine,0.0015,Science and Technology,0.0007,"Hysteria, 1987, Mixing",and worked on Hysteria in 1987 as a Mixing engineer.
Culture,0.6809,Society,0.5923,Business and Economic,0.4761,"697, 2008–09 as against 137\",697 during 2008–09 as against 137\
Political,0.1694,Sports,0.0385,Business and Economic,0.0376,Johnny Taylor,the other being Johnny Taylor.
Culture,0.5962,Society,0.4313,Business and Economic,0.4206,,totalling 4\
Sports,0.9882,Society,0.0655,Culture,0.0465,"Brazil, three, between 2011 and 2017, Russia",Russia and Brazil won three Beach Soccer Intercontinental Cups each between 2011 and 2017.
Media and Entertainment,0.8861,Culture,0.4348,Healthcare and Medicine,0.3528,"Rajkumar, Udaya Chandrika's",Udaya Chandrika's costars included Dr. Rajkumar and Ramesh.
Culture,0.799,Society,0.3056,Environmental,0.2355,Yablanitsa,the Yablanitsa municipality had a population of 6\
Sports,0.7984,Education,0.7219,Warfare and Conflict,0.6044,,Levante UD\
Sports,0.9726,Society,0.4016,Culture,0.287,"August 12, the 2006 Nicky Rackard Cup, Croke Park, Derry",Donegal and Derry contested in the 2006 Nicky Rackard Cup final in Croke Park on August 12.
Environmental,0.9844,Art,0.6386,Science and Technology,0.5825,Ramachandra Borcar,Ramachandra Borcar produced Gaia\
Culture,0.6985,Business and Economic,0.537,Political,0.4712,Jeff Phillips,hosted by Jeff Phillips.
Culture,0.4301,Business and Economic,0.2312,Science and Technology,0.2203,,at Klagenfurt\
Sports,0.9693,Culture,0.3293,Art,0.1407,"England, 1–0, the United States",the United States scored 1–0 against England.
Culture,0.6107,Society,0.2561,Warfare and Conflict,0.1925,"Bronx, African American, Asian, 4.2%, 43.3%",43.3% of Bronx's population was black or African American and 4.2% was Asian.
Culture,0.789,Science and Technology,0.7717,Business and Economic,0.6928,,Bengaluru\
Media and Entertainment,0.9808,Art,0.1935,Culture,0.0959,"Nieve Negra\, Martin Hodara's",Laia Costa starred in Martin Hodara's Nieve Negra\
Culture,0.5317,Business and Economic,0.4434,Media and Entertainment,0.4122,078,078 (2\
Culture,0.7314,Business and Economic,0.4198,Political,0.3738,Ireland\,Ireland\
Sports,0.8489,Culture,0.4409,Media and Entertainment,0.3727,"Staples Center, 2011",2011 at Staples Center.
Sports,0.8699,Culture,0.795,Science and Technology,0.6064,"first, Denver, 2018, 2017",first in the Denver tryout in 2017 and then in 2018.
Political,0.9454,Art,0.4909,Culture,0.3785,two,Eyman introduced two referendum measures with the intent to bring law EHB2957 that phases out to a public vote.
Culture,0.8914,Society,0.2853,Political,0.2693,"Jingxuan, five years",who was born five years after Jingxuan's death\
Culture,0.7792,Society,0.6676,Business and Economic,0.6271,between 1924 and 1932,between 1924 and 1932.
Culture,0.691,Science and Technology,0.5315,Business and Economic,0.5234,140\,140\
Media and Entertainment,0.6659,Culture,0.5511,Warfare and Conflict,0.393,"1954, 1951, Awaara",until it was surpassed by Awaara (1951) released in 1954.
Business and Economic,0.7139,Culture,0.6556,Political,0.4109,"Aahaa Enna Porutham, Tata Birla",Tata Birla and Aahaa Enna Porutham.
Culture,0.4223,Science and Technology,0.3867,Society,0.2545,256GB\,256GB\
Culture,0.0204,Political,0.0085,Warfare and Conflict,0.0082,"20\, 524, Trail Life USA",Trail Life USA has 524 troops with 20\
Environmental,0.3754,Political,0.3307,Business and Economic,0.3152,Aurizon,were scrapped by Aurizon.
Political,0.2396,Culture,0.1634,Warfare and Conflict,0.1252,Lokmanya Tilak,running between Lokmanya Tilak Terminus\
Culture,0.7191,Science and Technology,0.6563,Society,0.6117,2014\,In 2014\
Culture,0.7182,Science and Technology,0.5444,Healthcare and Medicine,0.4435,"ZNF280D, 979",the ZNF280D protein is 979 amino acids in length.
Culture,0.487,Science and Technology,0.423,Healthcare and Medicine,0.3945,"486, the L20 & L30, AMD",the L20 & L30 used AMD 486.
Sports,0.5786,Culture,0.1836,Warfare and Conflict,0.0909,Philip King\,under head coach Philip King\
Culture,0.3002,Business and Economic,0.217,Science and Technology,0.1657,"643, two, 700",two models were launched with 700 C and 700 E both featuring a 643 cc engine but with different power ratings.
Society,0.5736,Culture,0.5636,Education,0.2882,Carl Nielsen\,they're past and olden) song was composed by Carl Nielsen\
Society,0.2046,Political,0.0372,Culture,0.025,023,023 deaths were caused by the hurricane Janet\
Political,0.3131,Business and Economic,0.2481,Culture,0.2445,"1999, The Apex Theory",Ontronik Khachaturian founded The Apex Theory in 1999.
Media and Entertainment,0.8888,Culture,0.8096,Society,0.055,"Oru Kaditham, S. P. Balasubrahmanyam\, Vijay",Vijay sang Oru Kaditham with S. P. Balasubrahmanyam\
Society,0.6653,Culture,0.3102,Art,0.0681,"Bengali Muslim, Uttar, 49.92%",The Bengali Muslim population is 49.92% in Uttar Dinajpur\
Culture,0.723,Society,0.6474,Science and Technology,0.5981,2011,2011.
Science and Technology,0.7853,Culture,0.2514,Art,0.2168,"first, 1947, Trygve Olsen, Erik Ødegård, 1923",a first patent on Submerged floating tunnel structure was presented in 1923 by Trygve Olsen and a new request was done in 1947 by Erik Ødegård.
Culture,0.781,Art,0.3302,Society,0.309,"417, Aguas Dulces",Aguas Dulces had a population of 417 and 1\
Sports,0.9682,Media and Entertainment,0.8252,Warfare and Conflict,0.2902,"Bryan Baker, the Season Six, Karl Amoussou, the Bellator 72",Karl Amoussou defeated Bryan Baker at the Bellator 72 to become the Season Six Welterweight Champion\
Sports,0.9841,Culture,0.943,Science and Technology,0.8584,"Vietnam, Singapore, ISS Finals Thailand",Vietnam won a Silver medal in both ISS Singapore and ISS Finals Thailand.
Healthcare and Medicine,0.834,Business and Economic,0.7704,Culture,0.7269,,respectively\
Sports,0.8667,Business and Economic,0.1265,Warfare and Conflict,0.1201,Floyd Mayweather Jr.'s,In Floyd Mayweather Jr.'s career\
Sports,0.9787,Warfare and Conflict,0.3235,Business and Economic,0.0542,the Team Stalwarts vs Team,the game of the Team Stalwarts vs Team Greats\
Culture,0.6541,Art,0.5799,Sports,0.5464,"121.7, 995",995 cc (121.7 cu in) N43B20 replaced the 1\
Culture,0.8284,Environmental,0.6072,Society,0.4367,"2010, 95.00%, 84.00%, 2009, CFNR",and the CFNR passing rate went from 84.00% in 2009 to 95.00% in 2010.
Media and Entertainment,0.9721,Food and Beverage,0.9438,Political,0.063,"The Coca-Cola Kid, Joe, Steve Dodd",Steve Dodd played the role of Mr Joe in The Coca-Cola Kid.
Sports,0.8372,Art,0.5831,Warfare and Conflict,0.4942,"14–6, 15-20",after 14–6 and 15-20 against the same opponent from the previous year\
Media and Entertainment,0.6292,Culture,0.4579,Warfare and Conflict,0.3393,"2018, 11.5%, two, 6.2%, SAT.1, 8.3%, Das Erste, 13.9%, ZDF, Germany",Total TV viewing market share of Germany's market leaders in 2018 were ZDF with 13.9% and Das Erste with 11.5% and the two channels RTL with 8.3% and SAT.1 with 6.2%.
Sports,0.9173,Culture,0.7685,Warfare and Conflict,0.6332,"first, Montserrat",Montserrat achieved their first victory\
Sports,0.9851,Culture,0.955,Science and Technology,0.3921,"118, Corinthians, 109",Corinthians won the test game by a score of 118 to 109.
Political,0.7199,Culture,0.6977,Society,0.555,1962 to 1964,and he served from 1962 to 1964.
Sports,0.8936,Culture,0.7467,Political,0.6474,"152, Phil Esposito",led by Phil Esposito who had 152 points.
Sports,0.9306,Culture,0.7833,Society,0.4873,"Tony Lockett, 1299, Gordon Coventry",Tony Lockett broke the record of 1299 career goals set by Gordon Coventry.
Society,0.2233,Culture,0.1043,Art,0.0856,"two, McDonnell Douglas MD",after which it operated two McDonnell Douglas MD aircraft\
Culture,0.8382,Political,0.8049,Society,0.6907,37.75%,while 37.75% of votes were against.
Sports,0.9516,Warfare and Conflict,0.2504,Culture,0.137,"Russian Super League, Deniss, Dynamo",Deniss played for Dynamo-LO in Russian Super League.
Culture,0.7884,Society,0.7832,Business and Economic,0.5881,"30.8%, non-Hispanic",while non-Hispanic whites made up 30.8%.
Sports,0.5494,Culture,0.4791,Warfare and Conflict,0.4612,Hannah,beating Hannah and Jon\
Science and Technology,0.2847,Warfare and Conflict,0.0211,Media and Entertainment,0.0138,,Spaceblazer\
Sports,0.9789,Culture,0.3946,Media and Entertainment,0.1224,"two, Japan",Earls scored two tries against Japan ?
Sports,0.9838,Culture,0.0495,Science and Technology,0.0443,"1964, Olympics, 1960",at the Olympics in 1960 and 1964.
Sports,0.9923,Culture,0.1627,Society,0.1145,"the U.S. Women’s Open, 1993\, John Daly",won by John Daly and the U.S. Women’s Open in 1993\
Business and Economic,0.2738,Sports,0.1032,Warfare and Conflict,0.0685,"Model 9 50, Adams Company",Model 9 50 hp appeared in Adams Company.
Society,0.4908,Sports,0.3869,Culture,0.3508,"137 km, 85 miles per hour",reaching a speed of 85 miles per hour (137 km/h).
Art,0.5891,Culture,0.3016,Warfare and Conflict,0.2118,"NZASM, 993, three, 991, 0-4-2RT's",The NZASM 32 Tonner 0-4-2RT's three works were numbered in the range from 991 to 993.
Culture,0.279,Society,0.227,Science and Technology,0.1562,"120, 394",and 120 m (394 ft)\
Sports,0.8975,Society,0.4417,Culture,0.3145,"207.43, 136.51",for the free skating (136.51 points) and for the combined total (207.43 points).
Sports,0.9642,Culture,0.4935,Business and Economic,0.2546,"Lincoln City, Scunthorpe United",Scunthorpe United defeated Lincoln City on penalties 4-2 after a 1-1 draw.
Media and Entertainment,0.9644,Culture,0.2207,Warfare and Conflict,0.171,"Audra Mae, Avicii, 2013",Audra Mae was featured in 3 Avicii songs on the album True in 2013.
Sports,0.971,Culture,0.2532,Science and Technology,0.2436,"Sands, 110, 7.49 seconds",Sands made a 60 m hurdles best of 7.49 seconds and participated in the 110 m hurdles.
Sports,0.9858,Warfare and Conflict,0.6167,Culture,0.6115,"24–20, Saracens, Northampton Saints",Northampton Saints won by defeating Saracens scoring 24–20 (a.e.t).
Political,0.9667,Society,0.6717,Culture,0.0708,Janata Dal,Janata Dal (United).
Media and Entertainment,0.9408,Culture,0.4401,Society,0.3364,Miramax Films,both distributed by Miramax Films.
Culture,0.7384,Political,0.7038,Society,0.4683,"1998, second",and was reelected again for a second term in 1998.
Media and Entertainment,0.9844,Society,0.0706,Culture,0.0069,"Johnny Depp, Musical",Johnny Depp for Best Actor in a Musical or Comedy\
Media and Entertainment,0.8386,Culture,0.3347,Art,0.1635,"1990, Noce Blanche",Paradis won the 1990 César Award for Most Promising Actress for her role in Noce Blanche.
Sports,0.7003,Culture,0.1334,Warfare and Conflict,0.0383,"Pro Tour, Amsterdam",Budde appeared in Pro Tour top 8 in Amsterdam and Grand Prix top 8 in Paris\
Culture,0.5713,Society,0.4021,Religion and Philosophy,0.3989,"Jesus College\, Thomas Huyck, William Aubrey",William Aubrey and Thomas Huyck were fellows and commissioners of Jesus College\
Sports,0.916,Culture,0.5626,Warfare and Conflict,0.233,"Belarus, the 2006 World Group Quarterfinals, Melbourne",Belarus lost in the 2006 World Group Quarterfinals against Melbourne.
Sports,0.9397,Art,0.3693,Society,0.1833,first,.692 and won the first ABA Championship.
Culture,0.8116,Political,0.7785,Art,0.2324,"first, Athens",succeeding the first king of Athens Cecrops I.
Environmental,0.2475,Art,0.0033,Education,0.0023,,Trees (Grade 8)\
Culture,0.6401,Sports,0.3614,Business and Economic,0.3542,0.554 seconds,who was 0.554 seconds slower.
Environmental,0.442,Culture,0.0062,Society,0.0027,125\,City Nature Challenge expanded to 16 cities and the participants collected over 125\
Sports,0.9679,Media and Entertainment,0.6373,Culture,0.4656,"18.2, Game 4",Game 4 posted an 18.2 rating\
Media and Entertainment,0.9308,Culture,0.7798,Science and Technology,0.6749,Nagima Eskalieva\,was aired with Nagima Eskalieva\
Political,0.8644,Culture,0.6751,Business and Economic,0.6254,Missouri,Missouri.
Political,0.9014,Culture,0.7941,Society,0.6634,,Senjem was elected majority leader after the previous majority leader\
Political,0.8076,Culture,0.3344,Warfare and Conflict,0.2195,the Dukes of Opava,the Dukes of Opava (Troppau)\
Culture,0.5436,Sports,0.4007,Society,0.3359,"237, 240, 177 kW",the automatic model has a power output of 240 PS (177 kW; 237 hp)\
Business and Economic,0.5962,Science and Technology,0.421,Food and Beverage,0.2724,,Production of 4\
Sports,0.8162,Culture,0.3988,Society,0.3559,"2012, each year",and touchdowns for each year between 2011 and 2012?
Sports,0.9584,Business and Economic,0.4719,Culture,0.2526,"game\, their fifth consecutive, Ohio",Ohio played in their fifth consecutive bowl game\
Business and Economic,0.2955,Culture,0.0149,Art,0.0144,"Anantapuri Express, Chennai Egmore",Anantapuri Express and Chennai Egmore–Kollam Junction Express.
Education,0.7163,Culture,0.6624,Science and Technology,0.3882,"the Junior Fifth Rank Junior Grade, Narinaga",Narinaga is given the Junior Fifth Rank Junior Grade.
Media and Entertainment,0.9959,Culture,0.113,Warfare and Conflict,0.0479,"Aarambh, Mahakali, Ganga",and in the series Mahakali– Anth hi Aarambh hai on the channel Colors she played the character of Ganga.
Culture,0.4843,Sports,0.3157,Society,0.3012,"330, 6400, N⋅m, 443, 3900, 414, XLR, lb⋅ft",and the XLR-V engine produces 443 hp (330 kW) at 6400 rpm and 414 lb⋅ft (561 N⋅m) at 3900 rpm.
Sports,0.9839,Business and Economic,0.4931,Culture,0.473,"Singapore, Saitou, Kobe, 2009, Extended Grand Prix",In 2009 Saitou won back to back Extended Grand Prix in Singapore and Kobe.
Society,0.3191,Warfare and Conflict,0.0543,Science and Technology,0.0081,University of St. La Salle,Alexis Danica Drilon of Biology from University of St. La Salle was crowned.
Healthcare and Medicine,0.8367,Culture,0.7596,Business and Economic,0.7588,,respectively.
Political,0.9615,Culture,0.4469,Education,0.2519,"the Congress for Democracy and Progress party, 49.5%, 111",the Congress for Democracy and Progress party won 49.5% of the vote and 57 out of 111 seats.
Culture,0.85,Political,0.7848,Society,0.6778,"Australia, Andrew Fisher\, the United Kingdom, Joseph Cook",Joseph Cook was Australia's High Commissioner to the United Kingdom in place of Andrew Fisher\
Culture,0.7239,Healthcare and Medicine,0.6462,Business and Economic,0.6451,000,000 respectively.
Society,0.5354,Business and Economic,0.3405,Healthcare and Medicine,0.2269,Standard\,Standard\
Culture,0.7379,Science and Technology,0.715,Healthcare and Medicine,0.6463,2031,which is expected to be opened in 2031.
Sports,0.769,Culture,0.7284,Science and Technology,0.6383,1992,In the 1992 Barcelona\
